time,timestamp,longitude,latitude,z,sea_surface_height_above_sea_level
2019-06-11T11:30:00Z,1560252600,,,0,0.219456
2019-06-11T11:45:00Z,1560253500,,,0,0.234696
2019-06-11T12:00:00Z,1560254400,,,0,0.219456
2019-06-11T12:15:00Z,1560255300,,,0,0.265176
2019-06-11T12:30:00Z,1560256200,,,0,0.24384
2019-06-11T12:45:00Z,1560257100,,,0,0.237744
2019-06-11T13:00:00Z,1560258000,,,0,0.231648
2019-06-11T13:15:00Z,1560258900,,,0,0.225552
2019-06-11T13:30:00Z,1560259800,,,0,0.2286
2019-06-11T13:45:00Z,1560260700,,,0,0.21336
2019-06-11T14:00:00Z,1560261600,,,0,0.219456
2019-06-11T14:15:00Z,1560262500,,,0,0.207264
2019-06-11T15:00:00Z,1560265200,,,0,0.19812
2019-06-11T16:00:00Z,1560268800,,,0,0.173736
2019-06-11T17:00:00Z,1560272400,,,0,0.164592
2019-06-11T18:00:00Z,1560276000,,,0,0.131064
2019-06-11T19:00:00Z,1560279600,,,0,0.149352
2019-06-11T20:00:00Z,1560283200,,,0,0.16764
2019-06-11T21:00:00Z,1560286800,,,0,0.16764
2019-06-11T23:00:00Z,1560294000,,,0,0.185928
2019-06-12T01:00:00Z,1560301200,,,0,0.192024
2019-06-12T02:00:00Z,1560304800,,,0,0.140208
2019-06-12T03:00:00Z,1560308400,,,0,0.10668
2019-06-12T04:00:00Z,1560312000,,,0,0.079248
2019-06-12T05:00:00Z,1560315600,,,0,0.064008
2019-06-12T06:00:00Z,1560319200,,,0,0.039624
2019-06-12T07:00:00Z,1560322800,,,0,0.018288
2019-06-12T08:00:00Z,1560326400,,,0,0.024384
2019-06-12T09:00:00Z,1560330000,,,0,0.06096
2019-06-12T10:00:00Z,1560333600,,,0,0.094488
2019-06-12T11:00:00Z,1560337200,,,0,0.103632
2019-06-12T12:00:00Z,1560340800,,,0,0.124968
2019-06-12T13:00:00Z,1560344400,,,0,0.149352
2019-06-12T14:00:00Z,1560348000,,,0,0.1524
2019-06-12T15:00:00Z,1560351600,,,0,0.115824
2019-06-12T16:00:00Z,1560355200,,,0,0.10668
2019-06-12T17:00:00Z,1560358800,,,0,0.118872
2019-06-12T18:00:00Z,1560362400,,,0,0.13716
2019-06-12T19:00:00Z,1560366000,,,0,0.124968
2019-06-12T20:00:00Z,1560369600,,,0,0.131064
2019-06-12T21:00:00Z,1560373200,,,0,0.100584
2019-06-12T22:00:00Z,1560376800,,,0,0.109728
2019-06-12T23:00:00Z,1560380400,,,0,0.128016
2019-06-13T04:00:00Z,1560398400,,,0,0.06096
2019-06-13T05:00:00Z,1560402000,,,0,0.048768
2019-06-13T06:00:00Z,1560405600,,,0,0.048768
2019-06-13T07:00:00Z,1560409200,,,0,0.003048
2019-06-13T08:00:00Z,1560412800,,,0,0.012192
2019-06-13T09:00:00Z,1560416400,,,0,-0.006096
2019-06-13T10:00:00Z,1560420000,,,0,0.03048
2019-06-13T11:00:00Z,1560423600,,,0,0.0762
2019-06-13T12:00:00Z,1560427200,,,0,0.146304
2019-06-13T13:00:00Z,1560430800,,,0,0.188976
2019-06-13T14:00:00Z,1560434400,,,0,0.216408
2019-06-13T15:00:00Z,1560438000,,,0,0.195072
2019-06-13T16:00:00Z,1560441600,,,0,0.161544
2019-06-13T17:00:00Z,1560445200,,,0,0.12192
2019-06-13T18:00:00Z,1560448800,,,0,0.103632
2019-06-13T19:00:00Z,1560452400,,,0,0.094488
2019-06-13T21:00:00Z,1560459600,,,0,0.070104
2019-06-13T23:00:00Z,1560466800,,,0,0.085344
2019-06-14T00:00:00Z,1560470400,,,0,0.109728
2019-06-14T01:00:00Z,1560474000,,,0,0.12192
2019-06-14T02:00:00Z,1560477600,,,0,0.146304
2019-06-14T03:00:00Z,1560481200,,,0,0.12192
2019-06-14T04:00:00Z,1560484800,,,0,1.121664
2019-06-14T05:00:00Z,1560488400,,,0,0.073152
2019-06-14T06:00:00Z,1560492000,,,0,0.073152
2019-06-14T07:00:00Z,1560495600,,,0,0.054864
2019-06-14T08:00:00Z,1560499200,,,0,0.048768
2019-06-14T09:00:00Z,1560502800,,,0,0.048768
2019-06-14T10:00:00Z,1560506400,,,0,0.036576
2019-06-14T11:00:00Z,1560510000,,,0,0.0762
2019-06-14T12:00:00Z,1560513600,,,0,0.131064
2019-06-14T13:00:00Z,1560517200,,,0,0.173736
2019-06-14T14:00:00Z,1560520800,,,0,0.21336
2019-06-14T15:00:00Z,1560524400,,,0,0.24384
2019-06-14T16:00:00Z,1560528000,,,0,0.225552
2019-06-14T17:00:00Z,1560531600,,,0,0.179832
2019-06-14T18:00:00Z,1560535200,,,0,0.155448
2019-06-14T19:00:00Z,1560538800,,,0,0.13716
2019-06-14T20:00:00Z,1560542400,,,0,0.158496
2019-06-14T21:00:00Z,1560546000,,,0,0.128016
2019-06-14T22:00:00Z,1560549600,,,0,0.131064
2019-06-14T23:00:00Z,1560553200,,,0,0.149352
2019-06-15T00:00:00Z,1560556800,,,0,0.149352
2019-06-15T01:00:00Z,1560560400,,,0,0.188976
2019-06-15T03:00:00Z,1560567600,,,0,0.237744
2019-06-15T04:00:00Z,1560571200,,,0,0.222504
2019-06-15T05:00:00Z,1560574800,,,0,0.192024
2019-06-15T06:00:00Z,1560578400,,,0,0.149352
2019-06-15T07:00:00Z,1560582000,,,0,0.12192
2019-06-15T08:00:00Z,1560585600,,,0,0.103632
2019-06-15T09:00:00Z,1560589200,,,0,0.0762
2019-06-15T10:00:00Z,1560592800,,,0,0.048768
2019-06-15T11:00:00Z,1560596400,,,0,0.067056
2019-06-15T12:00:00Z,1560600000,,,0,0.064008
2019-06-15T13:00:00Z,1560603600,,,0,0.118872
2019-06-15T14:00:00Z,1560607200,,,0,0.146304
2019-06-15T15:00:00Z,1560610800,,,0,0.164592
2019-06-15T16:00:00Z,1560614400,,,0,0.164592
2019-06-15T17:00:00Z,1560618000,,,0,0.128016
2019-06-15T18:00:00Z,1560621600,,,0,0.103632
2019-06-15T19:00:00Z,1560625200,,,0,0.039624
2019-06-15T20:00:00Z,1560628800,,,0,0.01524
2019-06-15T21:00:00Z,1560632400,,,0,-0.009144
2019-06-15T22:00:00Z,1560636000,,,0,-0.01524
2019-06-15T23:00:00Z,1560639600,,,0,-0.01524
2019-06-16T00:00:00Z,1560643200,,,0,0
2019-06-16T01:00:00Z,1560646800,,,0,0.027432
2019-06-16T02:00:00Z,1560650400,,,0,0.109728
2019-06-16T03:00:00Z,1560654000,,,0,0.131064
2019-06-16T05:00:00Z,1560661200,,,0,0.140208
2019-06-16T06:00:00Z,1560664800,,,0,0.103632
2019-06-16T07:00:00Z,1560668400,,,0,0.067056
2019-06-16T08:00:00Z,1560672000,,,0,0.048768
2019-06-16T09:00:00Z,1560675600,,,0,0.027432
2019-06-16T10:00:00Z,1560679200,,,0,0
2019-06-16T11:00:00Z,1560682800,,,0,-0.003048
2019-06-16T12:00:00Z,1560686400,,,0,-0.006096
2019-06-16T13:00:00Z,1560690000,,,0,0.01524
2019-06-16T14:00:00Z,1560693600,,,0,0.067056
2019-06-16T15:00:00Z,1560697200,,,0,0.115824
2019-06-16T16:00:00Z,1560700800,,,0,0.155448
2019-06-16T17:00:00Z,1560704400,,,0,0.173736
2019-06-16T18:00:00Z,1560708000,,,0,0.176784
2019-06-16T19:00:00Z,1560711600,,,0,0.128016
2019-06-16T20:00:00Z,1560715200,,,0,0.103632
2019-06-16T21:00:00Z,1560718800,,,0,0.09144
2019-06-16T22:00:00Z,1560722400,,,0,0.115824
2019-06-16T23:00:00Z,1560726000,,,0,0.082296
2019-06-17T00:00:00Z,1560729600,,,0,0.067056
2019-06-17T01:00:00Z,1560733200,,,0,0.070104
2019-06-17T02:00:00Z,1560736800,,,0,0.10668
2019-06-17T03:00:00Z,1560740400,,,0,0.134112
2019-06-17T05:00:00Z,1560747600,,,0,0.179832
2019-06-17T06:00:00Z,1560751200,,,0,0.188976
2019-06-17T07:00:00Z,1560754800,,,0,0.173736
2019-06-17T08:00:00Z,1560758400,,,0,0.134112
2019-06-17T09:00:00Z,1560762000,,,0,0.134112
2019-06-17T10:00:00Z,1560765600,,,0,0.103632
2019-06-17T11:00:00Z,1560769200,,,0,0.079248
2019-06-17T12:00:00Z,1560772800,,,0,0.09144
2019-06-17T13:00:00Z,1560776400,,,0,0.10668
2019-06-17T14:00:00Z,1560780000,,,0,0.124968
2019-06-17T15:00:00Z,1560783600,,,0,0.170688
2019-06-17T16:00:00Z,1560787200,,,0,0.19812
2019-06-17T17:00:00Z,1560790800,,,0,0.216408
2019-06-17T18:00:00Z,1560794400,,,0,0.185928
2019-06-17T19:00:00Z,1560798000,,,0,0.149352
2019-06-17T20:00:00Z,1560801600,,,0,0.085344
2019-06-17T21:00:00Z,1560805200,,,0,0.051816
2019-06-17T22:00:00Z,1560808800,,,0,0.033528
2019-06-17T23:00:00Z,1560812400,,,0,0
